Cobi_24_1_S54	Cobi_24_2_S55	TNF_24_1_S58	TNF_24_2_S59	UT_24_1_S52	UT_24_2_S53
STARD9	190	219	196	173	248	245
EIF4EBP2P2	0	0	0	0	0	0
CDAN1	211	214	217	197	233	278
AC090510.3	2	3	4	3	3	2
AC090510.2	1	2	1	3	1	0
TTBK2	320	321	378	376	427	515
AC090510.1	1	2	2	2	1	0
AC090510.4	0	0	0	0	0	0
KRT8P50	0	0	0	0	1	0
FDPSP4	1	1	1	0	0	0
UBR1	816	770	725	732	841	886
AC068724.4	1	1	1	1	1	0
AC068724.3	0	0	0	0	0	0
RPS3AP47	34	19	51	16	31	20
TMEM62	126	148	158	142	166	155
SPCS2P1	1	0	0	0	0	0
AC068724.5	1	1	0	0	1	0
AC068724.2	0	0	0	0	0	0
CCNDBP1	456	483	352	366	407	478
EPB42	0	0	0	0	0	1
TGM5	1	2	0	0	0	0
AC068724.1	0	0	0	0	0	0
ATP5PDP1	0	0	0	0	0	0
TGM7	0	0	0	0	0	0
AC009852.1	0	0	0	0	0	0
LCMT2	88	108	100	80	127	114
ADAL	67	67	69	66	87	73
ZSCAN29	473	495	422	462	500	492
TUBGCP4	360	368	762	651	767	793
RN7SL487P	0	0	0	0	0	0
TP53BP1	1576	1705	1090	1084	1417	1597
MAP1A	204	219	59	51	95	122
PPIP5K1	289	260	195	193	384	334
CKMT1B	220	122	51	131	107	141
STRC	3	12	3	3	7	7
RNU6-554P	0	0	0	0	0	0
AC011330.3	2	7	5	6	4	7
CATSPER2	69	59	59	64	82	88
RNU6-610P	1	0	0	0	2	0
AC011330.2	13	3	10	3	13	8
PDIA3P2	2	1	1	1	3	0
AC011330.1	23	32	10	18	18	20
CKMT1A	56	61	36	36	37	50
STRCP1	4	0	1	0	2	3
RNU6-353P	0	0	1	0	0	1
CATSPER2P1	7	14	8	4	21	18
RNU6-354P	0	0	0	0	0	0
PDIA3	6281	6930	5662	5504	6729	7269
ELL3	117	120	132	144	159	187
AC018512.1	113	120	133	143	156	180
SERF2	3172	3161	2629	2567	3260	3709
MIR1282	8	6	4	5	5	6
SERINC4	1	2	1	1	4	2
HYPK	426	419	535	535	620	677
MFAP1	598	644	782	692	761	851
WDR76	88	96	752	750	780	907
AC023356.1	1	0	0	0	0	0
FRMD5	645	645	748	739	883	915
PIN4P1	4	8	0	2	3	3
ACTBP7	0	1	0	1	3	3
GAPDHP55	0	0	0	0	0	0
CASC4	2269	2180	1987	1899	2137	2564
AC090519.1	2	3	0	0	4	2
AC090519.2	0	0	0	0	0	0
AC025043.1	0	1	1	0	2	2
CTDSPL2	874	804	1557	1579	1521	1999
HNRNPMP1	0	0	0	0	0	0
AC025430.1	0	1	0	0	0	0
EIF3J-DT	91	101	74	51	94	103
EIF3J	629	600	1128	995	916	1054
AC009996.1	3	10	11	13	6	9
SPG11	715	697	524	501	604	661
PATL2	7	9	10	12	7	1
AC025270.1	0	1	0	1	0	0
B2M	6876	6708	7291	7463	3954	4636
TRIM69	256	277	292	310	364	388
AC122108.3	0	0	0	0	0	0
SORD2P	44	41	40	28	62	55
AC122108.2	1	0	0	0	0	1
AC122108.1	0	0	0	0	0	0
RNU1-119P	0	0	0	0	0	0
AC090888.3	0	0	0	0	0	0
AC090888.1	0	0	0	0	0	0
RNU6-1108P	0	0	0	0	0	0
TERB2	0	0	0	0	0	0
RNU6-1332P	0	0	0	0	0	0
AC090888.2	0	0	0	0	0	0
RNU6-966P	0	0	0	0	0	0
RNU1-78P	0	0	0	0	0	0
SORD	1781	1814	1596	1602	1994	2217
AC091117.3	0	0	0	0	0	0
AC091117.1	0	0	0	0	0	0
AC091117.2	0	0	0	0	0	0
DUOX2	25	18	9	11	13	20
DUOXA2	0	0	1	0	0	0
DUOXA1	21	14	12	12	6	10
DUOX1	287	285	108	118	170	169
AC051619.5	9	11	4	10	11	3
SHF	76	71	9	16	47	44
AC051619.3	0	0	0	0	0	0
AC051619.6	8	6	1	1	4	2
AC051619.7	0	2	2	0	2	0
AC051619.9	0	0	0	0	0	0
AC051619.8	0	0	0	0	0	0
H3P39	0	0	0	0	0	0
AC051619.4	31	28	31	35	37	45
SLC28A2	0	0	0	1	2	1
AC051619.10	2	0	0	2	0	0
AC051619.1	0	0	0	0	0	0
AC051619.2	0	0	0	0	1	0
RNU6-953P	0	0	0	0	0	0
GATM	45	37	42	40	49	48
AC025580.3	0	0	0	0	0	0
SPATA5L1	151	141	165	133	143	147
C15orf48	4	7	7	14	3	5
AC025580.1	0	0	0	0	0	0
MIR147B	2	3	6	5	1	1
AC025580.2	1	0	6	4	0	0
SLC30A4	141	158	125	125	95	154
HMGN2P46	2	2	1	2	1	3
SNORA41B	0	0	0	0	0	0
AC090527.2	0	0	0	0	0	0
DPPA5P2	0	0	0	0	0	0
AC090527.4	0	0	1	3	0	0
BLOC1S6	971	992	1346	1308	1239	1514
AC090527.3	247	284	282	349	282	336
AC090527.1	0	2	1	0	0	0
SQOR	225	268	268	320	224	258
AC068722.2	0	0	0	0	0	0
AC068722.1	0	0	1	0	0	0
AC068714.1	0	0	0	0	0	0
AC091074.3	0	0	0	0	0	0
MTND5P40	0	0	0	0	0	0
AC091074.1	0	0	0	0	0	0
AC091074.2	0	1	0	0	0	0
AC012405.1	0	0	0	0	0	0
RNU6-1014P	0	0	0	0	0	0
AC073941.1	0	0	0	0	0	0
RN7SKP101	0	0	0	0	0	0
AC073941.2	0	0	0	0	0	0
AC066615.1	0	0	0	0	0	0
SEMA6D	0	0	0	0	0	0
RN7SKP139	0	0	0	0	0	0
AC084882.1	0	0	0	0	0	0
AC023905.1	0	0	0	0	0	0
AC009558.1	0	0	0	0	0	0
AC009558.2	0	0	0	0	0	0
AC012050.1	0	0	0	0	0	0
AC044787.1	10	3	8	5	7	10
LINC01491	0	0	0	0	0	0
AC092078.2	0	0	0	0	0	0
AC092078.1	0	0	0	0	0	0
AC092078.3	0	0	0	0	0	0
SLC24A5	0	0	0	0	0	0
MYEF2	1	0	1	1	0	1
CTXN2	0	0	0	0	0	0
SLC12A1	0	0	0	0	0	0
AC066612.1	0	0	0	0	0	0
AC066612.2	0	0	0	0	0	0
AC023355.2	1	3	2	2	4	3
AC023355.1	0	0	0	0	0	0
DUT	444	408	954	989	1166	1322
FBN1	12	15	56	29	38	52
AC022467.2	0	0	0	0	0	0
AC022467.1	0	0	0	0	0	1
AC084757.3	0	0	0	0	0	0
AC084757.4	0	0	0	1	0	0
CEP152	185	167	448	403	453	578
AC084757.1	4	6	3	5	6	7
AC084757.2	1	0	0	1	0	1
AC012379.1	0	0	0	1	0	0
AC012379.2	1	0	0	0	0	0
SHC4	13	8	0	4	18	13
EID1	2261	1965	1521	1611	1514	2066
AC091073.2	0	0	0	0	0	0
KRT8P24	0	0	0	0	0	0
SECISBP2L	1299	1311	641	644	739	932
AC091073.1	0	0	0	0	0	0
RN7SL577P	0	0	0	0	0	0
AC013452.3	0	0	0	0	0	0
COPS2	1730	1754	2271	2075	1969	2547
AC013452.1	0	0	1	1	0	2
GALK2	177	170	164	210	210	263
NDUFAF4P1	0	0	0	1	0	0
MIR4716	0	0	0	0	0	0
AC013452.2	0	0	0	0	0	0
RN7SL307P	0	0	0	0	0	0
FAM227B	139	120	62	40	75	97
AC022306.2	6	9	3	1	2	4
AC022306.3	0	0	2	0	0	0
AC022306.1	6	5	3	3	3	7
FGF7	1	0	0	0	0	1
DTWD1	374	326	409	402	395	468
AC025040.2	0	0	0	0	0	0
ATP8B4	12	11	9	3	3	5
AC025040.1	0	0	0	0	0	0
RNA5SP394	0	0	0	0	0	0
SLC27A2	292	358	153	155	184	225
AC009753.1	0	0	0	0	0	0
HDC	0	0	0	0	1	0
RN7SL494P	1	0	0	0	0	0
GABPB1	171	190	430	409	378	392
RNU6-94P	0	0	1	0	1	1
GABPB1-IT1	64	57	49	47	70	50
GABPB1-AS1	1322	1323	1110	1068	1579	1529
AC022087.1	0	0	0	0	0	0
MIR4712	40	42	34	35	39	44
AHCYP7	2	1	0	0	2	1
USP8	1434	1501	1220	1194	1515	1585
RNA5SP395	4	3	2	2	0	2
AC012170.1	3	4	1	2	2	3
USP50	0	3	1	0	0	3
TRPM7	988	1016	862	875	853	1056
AC084756.1	0	0	1	0	0	1
RN7SL354P	0	0	0	0	0	0
SPPL2A	776	791	1034	1088	659	794
AC012100.3	0	0	0	1	0	1
AC012100.2	0	0	0	0	0	0
AC012100.1	0	0	0	0	0	0
AC021752.1	6	3	6	11	1	3
AP4E1	251	269	333	321	307	388
DCAF13P3	0	0	1	2	2	3
MIR4713HG	15	15	3	4	9	13
TNFAIP8L3	3	5	6	4	11	13
AC073964.1	0	0	0	0	0	0
CYP19A1	0	0	0	1	0	0
MIR4713	0	0	0	0	0	0
AC020891.3	0	0	0	0	0	0
MIR7973-2	0	0	0	0	0	0
MIR7973-1	1	0	0	0	0	0
AC020891.2	7	13	4	3	7	5
GLDN	99	94	35	38	62	49
AC020891.4	0	0	0	0	0	0
AC020891.1	2	0	0	0	1	0
AC066613.2	1	0	2	0	2	3
DMXL2	740	654	717	733	712	737
AC066613.1	3	4	3	0	5	2
SCG3	1	3	0	0	1	2
AC020892.1	0	0	0	0	0	0
AC020892.2	0	0	0	0	0	0
LYSMD2	108	116	111	91	133	106
TMOD2	236	205	230	230	252	279
AC026770.1	0	0	0	0	2	0
TMOD3	2724	2635	2967	2948	2902	3422
AC090971.6	0	2	0	0	0	1
AC090971.7	0	0	0	0	0	0
AC090971.5	0	0	0	0	0	0
AC090971.1	1	0	0	0	0	0
AC090971.3	0	0	0	0	0	1
RNU6-90P	2	0	0	0	0	0
AC090971.2	0	0	1	0	0	0
AC090971.4	3	3	1	1	2	0
LEO1	460	525	562	528	659	717
MAPK6	1125	1088	2352	2345	1857	2055
MAPK6-DT	1	1	0	2	1	3
AC090970.2	0	3	3	1	2	2
AC090970.1	1	0	3	1	0	0
AC023906.5	0	0	3	5	0	0
AC023906.2	0	0	1	0	0	0
AC023906.1	0	0	0	0	0	1
BCL2L10	0	0	0	0	0	0
GNB5	407	440	427	414	538	573
AC023906.3	0	0	0	1	0	1
AC023906.4	0	0	0	0	0	0
AC010674.1	0	0	0	0	0	0
CERNA1	6	5	10	3	6	14
MYO5C	853	885	1004	973	1056	1094
MIR1266	0	0	0	0	0	0
MYO5A	890	910	1018	988	979	1044
EEF1B2P1	2	0	0	1	0	0
ARPP19	3605	3428	4195	4172	3808	4608
AC025917.1	0	0	0	0	0	0
FAM214A	153	135	67	100	107	115
AC009754.1	0	0	0	1	0	0
AC009754.2	0	0	0	0	1	0
ONECUT1	22	20	11	14	21	19
AC016044.1	0	0	0	0	0	0
RPSAP55	0	0	0	0	0	0
EEF1A1P22	0	0	0	0	0	1
LINC02490	0	0	0	0	0	0
AC066614.1	0	0	0	0	0	0
WDR72	476	408	227	208	237	295
RNU2-53P	0	0	0	0	0	0
RNU6-449P	0	0	0	0	0	0
AC084759.1	0	0	0	0	0	0
AC084759.3	0	0	0	0	0	0
AC084759.2	0	0	0	0	0	0
UNC13C	0	0	0	0	0	0
AC010867.1	2	1	0	0	0	0
HNRNPA1P74	0	0	0	0	0	0
AC025272.1	0	0	0	0	0	0
AC011912.1	14	16	39	41	47	69
RSL24D1	2219	2017	4396	4129	4429	5010
RAB27A	150	131	234	252	268	265
AC018926.2	0	0	3	4	3	3
PIGBOS1	108	103	135	158	186	171
PIGB	225	197	139	149	159	195
CCPG1	200	185	174	179	237	234
AC018926.1	0	0	0	0	0	0
AC018926.3	1	0	0	0	0	0
DNAAF4-CCPG1	256	235	192	189	255	266
MIR628	0	0	0	0	0	0
C15orf65	22	9	18	10	24	16
DNAAF4	103	92	66	37	46	73
AC013355.1	2	0	0	0	1	1
PYGO1	9	12	8	13	9	14
AC012378.2	0	0	0	0	1	0
PRTG	0	2	1	0	0	0
AC012378.1	0	0	0	0	0	0
AC009997.1	0	0	0	0	0	0
NEDD4	131	157	501	474	510	441
CNOT6LP1	5	6	8	5	12	9
RN7SL568P	0	0	0	0	0	0
CD24P2	0	0	0	0	0	0
RFX7	717	724	414	411	501	621
AC084783.1	0	1	0	0	0	0
TEX9	120	122	36	56	65	73
AC068726.1	0	0	0	0	0	0
RNU6-1287P	0	0	0	0	0	0
HMGB1P33	0	0	0	0	0	0
AC084782.1	0	0	0	1	1	0
AC084782.2	0	0	1	0	2	0
MNS1	14	11	27	39	41	34
AC084782.3	4	3	2	1	0	0
AC090518.1	1	1	0	0	0	0
ZNF280D	456	432	367	394	467	522
AC090518.2	0	0	0	0	0	0
AC090517.4	253	267	198	199	263	310
AC090517.2	1	3	2	2	0	4
AC090517.3	0	0	0	0	0	0
AC090517.5	15	26	18	20	16	18
AC090517.1	0	0	0	0	0	0
AC010999.2	3	0	1	0	3	0
AC010999.1	0	0	0	0	0	0
TCF12	1119	1120	1241	1144	1383	1556
HNRNPA3P11	0	0	0	0	0	0
SNORD13D	0	0	0	0	0	0
LINC00926	12	5	7	8	5	15
LINC01413	0	0	0	0	0	0
NDUFB10P1	0	0	0	0	0	0
CGNL1	111	157	61	59	107	125
RNU6-844P	0	0	0	0	0	0
AC025271.3	0	0	0	0	0	0
AC025271.2	0	0	0	0	0	0
AC025271.4	0	1	0	0	1	0
AC025271.1	0	0	0	0	0	0
MYZAP	95	79	105	103	141	151
GCOM1	639	634	734	589	791	857
POLR2M	1027	1010	1071	875	1132	1269
AC090651.1	2	0	0	0	1	0
ALDH1A2	1	4	1	2	5	2
AC012653.1	0	0	0	0	0	0
AC012653.2	0	0	0	0	0	0
AC025431.1	0	0	0	0	0	0
AQP9	0	0	0	0	0	0
MTCO3P23	0	0	0	0	0	0
MTND3P12	0	0	0	0	0	0
AC066616.2	0	0	0	0	0	0
MTND5P32	0	0	0	0	0	0
MTCYBP23	0	0	0	0	0	0
AC066616.1	0	0	0	0	0	0
LIPC	2	3	1	0	0	1
LIPC-AS1	0	0	0	0	0	0
AC084781.1	0	0	0	0	0	0
AC084781.2	0	0	0	0	0	0
AC018904.2	0	0	0	1	0	0
AC018904.1	0	0	0	0	0	0
ADAM10	3318	3302	2555	2636	2653	3198
HMGB1P51	0	0	0	0	0	0
AC091046.1	0	0	0	0	0	0
HSP90AB4P	1	0	0	0	0	1
RN7SKP95	0	0	0	0	0	0
AC091046.2	0	0	0	0	0	0
AC090515.7	0	1	0	0	0	0
AC090515.4	0	0	0	0	0	0
AC090515.1	0	0	0	0	0	0
AC090515.3	3	5	2	1	2	4
MINDY2	432	386	487	525	582	819
AC090515.6	0	0	1	0	0	2
AC090515.5	2	1	5	3	3	2
ZNF444P1	0	0	0	0	0	0
RNF111	502	552	520	552	561	644
AC090515.2	1	0	0	0	0	0
SLTM	1430	1407	1819	1771	1812	1934
AC025918.1	0	0	0	0	0	1
AC025918.2	0	0	0	0	0	0
AC092757.1	0	0	0	0	0	0
CCNB2	400	445	1345	1387	1538	1645
AC092757.3	1	0	0	1	0	0
AC092757.2	1	0	4	3	4	3
MYO1E	762	830	1530	1590	1301	1451
MIR2116	0	0	1	0	0	0
LDHAL6B	0	0	0	0	2	1
RNU4-80P	0	0	0	1	1	0
AC092756.1	2	1	1	3	0	2
RNU6-212P	0	0	0	0	0	0
AC092868.3	0	0	0	0	3	2
FAM81A	60	52	88	87	117	151
NSA2P4	0	0	0	0	1	0
AC092868.2	0	0	0	0	0	0
AC092868.1	0	0	0	0	0	0
AC092754.2	0	0	0	0	0	0
AC092754.1	0	0	0	0	0	0
RNA5SP396	0	0	0	0	0	0
GCNT3	19	16	25	26	55	31
GTF2A2	461	433	730	662	717	827
AC092755.1	0	0	0	3	0	0
BNIP2	1113	996	1248	1222	1223	1508
PIGHP1	0	0	0	0	0	0
AC092755.2	1	1	1	0	0	0
RPS3AP6	147	126	137	127	150	191
AC092079.2	0	0	0	0	0	0
AC092079.1	0	0	0	0	0	0
NMNAT1P5	0	0	0	0	0	0
FOXB1	0	0	0	0	0	0
MESTP2	0	0	0	0	0	0
AC009654.1	0	0	0	0	0	0
AC037433.1	0	0	0	0	0	0
ANXA2	23851	24993	16202	16164	16976	19041
AC087385.1	0	0	0	0	0	0
AC087385.2	0	1	0	0	0	0
AC087385.3	0	0	0	0	0	0
ICE2	760	771	903	833	863	995
RORA-AS1	14	11	9	7	10	13
RORA	0	0	0	0	0	0
AC107241.1	0	1	1	2	2	2
CYCSP38	0	0	0	0	1	0
AC009560.1	0	0	0	0	0	0
AC009560.3	2	3	0	0	2	0
AC009560.4	1	1	0	1	3	1
AC009560.2	0	0	0	0	0	0
RORA-AS2	0	0	0	0	0	0
RNA5SP397	0	0	0	0	0	0
AC022898.1	0	0	0	0	0	0
AC022898.2	0	0	0	0	0	0
AC012404.1	0	0	0	0	0	0
AC012404.2	0	0	0	0	0	0
AC107905.1	0	0	0	0	0	0
AC104574.2	0	0	0	0	0	0
AC104574.1	0	0	0	0	0	0
AC018618.1	0	0	0	0	0	0
AC018618.2	0	0	0	0	0	0
LINC02349	0	0	0	0	0	0
AC009554.1	0	0	0	0	0	0
VPS13C	1184	1169	724	740	697	831
AC009554.2	0	0	0	0	0	0
AC104590.1	0	1	0	0	1	1
C2CD4A	0	0	1	0	1	0
NPM1P47	0	0	0	0	0	0
C2CD4B	0	0	0	0	0	0
AC126323.2	0	0	0	0	0	0
AC126323.1	0	0	0	0	0	0
AC126323.3	0	0	0	0	0	0
AC126323.7	0	0	0	0	0	0
GOLGA2P11	0	0	0	0	0	0
AC126323.4	0	0	0	0	0	0
AC126323.6	0	0	0	0	0	0
AC126323.5	0	0	0	0	0	0
MIR8067	0	0	0	0	0	0
MIR6085	0	0	0	0	0	0
HMGN1P26	0	0	0	0	0	1
AC032011.1	2	0	1	0	0	0
TLN2	168	182	97	102	178	176
AC100839.1	0	0	0	0	0	0
AC100839.2	0	0	0	0	0	0
MIR190A	0	0	0	0	0	0
AC103740.1	1	0	0	0	0	0
AC103740.2	0	0	0	0	1	0
AC079328.1	0	0	0	1	0	0
TPM1	188	176	251	217	239	221
TPM1-AS	2	1	0	1	1	0
AC079328.2	0	0	0	0	0	0
AC087612.1	0	0	0	0	0	0
LACTB	145	153	269	272	153	213
RPS27L	936	960	588	576	722	876
RAB8B	499	435	400	463	349	523
APH1B	209	223	108	73	152	144
CA12	64	81	65	71	84	79
LINC02568	0	0	1	2	1	3
AC007950.1	0	0	0	0	0	0
AC007950.2	0	3	0	1	0	2
USP3	744	731	1007	926	1002	1221
USP3-AS1	11	9	5	1	6	6
FBXL22	4	5	5	3	0	4
HERC1	533	600	689	678	808	818
AC073167.1	0	0	0	0	0	0
MIR422A	0	0	0	0	0	0
AC015914.2	0	0	0	0	0	0
DAPK2	105	97	43	25	66	71
AC015914.1	0	0	0	0	0	0
CIAO2A	712	629	1035	946	1061	1325
SNX1	1562	1621	1151	1074	1552	1663
AC100840.1	0	0	0	0	0	0
SNX22	80	77	76	56	92	105
PPIB	4144	4380	3615	3531	4433	4851
CSNK1G1	866	904	633	645	763	791
AC087632.2	601	585	1110	1075	1397	1566
AC087632.1	0	0	0	0	0	0
PCLAF	481	432	1134	1122	1388	1606
TRIP4	420	444	399	394	427	433
AC091231.1	0	0	0	0	0	0
ZNF609	1130	1137	1352	1345	1619	1566
AC091231.2	1	1	0	0	0	0
GAPDHP61	0	0	0	0	1	0
AC090543.3	0	0	2	0	4	2
AC090543.2	0	0	0	0	0	0
AC090543.1	0	0	0	0	0	0
RNU6-549P	0	0	0	0	0	0
OAZ2	1561	1597	1125	1072	1366	1495
AC100830.3	3	4	2	2	6	2
AC100830.2	0	0	1	1	0	0
AC100830.1	3	2	1	2	7	2
RBPMS2	53	49	164	141	148	148
MIR1272	0	0	0	0	0	0
PIF1	81	78	268	266	320	369
PLEKHO2	204	213	162	154	235	194
AC069368.1	52	68	73	47	78	67
AC069368.2	0	0	0	0	0	0
ANKDD1A	142	148	92	89	123	150
AC103691.2	0	1	0	0	0	0
AC103691.1	8	11	13	7	9	5
SPG21	878	902	785	755	888	1011
MTFMT	373	368	370	359	454	497
AC013553.2	0	0	0	0	0	0
SLC51B	0	1	1	0	0	0
AC013553.3	0	0	0	0	0	0
RASL12	0	0	0	1	0	0
KBTBD13	0	0	0	0	0	0
AC013553.4	0	1	0	0	0	0
UBAP1L	33	44	26	18	40	43
AC013553.1	0	0	0	0	0	0
PDCD7	333	317	505	494	592	625
CLPX	936	941	1125	1166	1241	1463
CILP	4	1	0	0	1	2
AC068213.1	0	0	0	0	0	0
RNU6-686P	0	0	0	0	0	0
PARP16	88	83	96	125	139	186
SNORA24B	0	0	0	0	2	0
RNU5A-1	0	1	3	0	0	2
AC105129.2	0	1	1	0	1	0
RNU5B-1	1	1	0	0	0	3
IGDCC3	7	5	2	3	5	1
IGDCC4	40	30	18	15	18	22
DPP8	750	710	749	761	848	1025
AC105129.3	0	0	0	0	0	0
AC105129.1	1	0	2	0	1	0
AC011846.1	0	0	0	0	0	0
HACD3	1207	1246	1517	1391	1547	1893
RNU6-19P	0	0	0	0	0	0
INTS14	599	660	764	692	795	895
SLC24A1	385	385	191	209	314	338
AC011939.3	0	1	0	0	1	0
DENND4A	234	261	350	364	356	421
SNORD13E	0	0	0	0	0	0
MIR4511	0	0	0	0	0	0
RAB11A	2459	2546	1964	1914	2023	2400
AC011939.2	1	0	0	2	1	2
AC011939.1	4	4	11	5	9	7
HNRNPA1P44	0	0	0	0	0	0
AC084854.1	0	0	0	0	0	0
MEGF11	29	18	28	14	31	20
MIR4311	0	0	0	0	0	0
AC055855.3	0	1	0	0	0	1
DIS3L	390	440	362	369	466	521
AC055855.2	7	2	7	8	3	9
TIPIN	138	152	309	307	287	326
SCARNA14	1	1	0	2	0	1
AC055855.1	0	0	0	0	0	0
RPL9P25	7	4	6	8	4	6
MAP2K1	627	603	1611	1639	1184	1409
ATP5MFP6	0	0	0	0	0	0
RPL35AP32	0	0	0	1	0	0
AC116913.1	14	16	16	21	16	32
SNAPC5	77	104	215	187	179	204
MIR4512	0	2	0	1	1	3
RPL4	23512	24565	24418	24238	28957	29978
SNORD18C	31	33	44	30	30	33
AC116913.2	6	2	5	5	4	7
SNORD18B	6	2	5	5	4	7
SNORD16	21	31	33	35	28	36
SNORD18A	3	4	4	4	7	1
ZWILCH	161	177	610	579	558	626
LCTL	0	0	0	0	2	0
LINC01169	0	0	0	0	0	0
SMAD6	295	279	44	30	100	105
AC013564.1	0	0	0	0	0	0
AC110048.1	1	0	0	0	0	1
AC110048.2	0	0	1	0	0	0
AC093334.1	0	0	0	1	0	0
LINC02206	0	0	0	0	0	0
AC087482.1	0	1	3	1	2	3
HMGN2P47	0	0	0	0	0	0
SMAD3	1223	1242	4811	4918	2446	2249
AC012568.1	0	0	0	0	0	0
AAGAB	544	627	1132	1019	857	950
RPS24P16	0	0	0	0	0	0
IQCH	47	42	94	90	95	107
IQCH-AS1	172	150	81	104	88	127
C15orf61	58	37	85	95	113	96
AC016355.1	11	18	5	2	10	5
MAP2K5	170	169	190	175	225	236
HNRNPA1P5	0	0	0	1	1	1
SKOR1	17	5	4	4	11	8
AC009292.2	5	1	0	0	1	0
AC009292.1	0	0	0	0	0	0
RNU6-1	0	0	0	0	0	0
AC022254.1	0	0	0	0	0	0
AC135628.1	0	0	0	0	0	0
PIAS1	599	629	497	537	596	737
AC107871.1	275	274	446	401	469	489
CALML4	121	114	218	194	246	261
CLN6	291	290	430	423	456	457
HMGN2P40	0	0	0	0	0	0
AC107871.2	0	0	0	0	1	0
FEM1B	1038	928	1203	1158	1089	1362
ITGA11	0	0	0	1	0	1
AC100825.1	0	0	0	0	0	0
CORO2B	14	25	75	72	82	74
CARS1P1	0	0	0	0	0	0
ANP32A	2448	2514	3103	3101	3552	4074
MIR4312	2	1	0	1	2	1
SPESP1	1	0	0	2	0	0
AC087639.1	2	1	0	0	0	0
AC087639.2	0	0	0	0	0	1
AC027088.1	0	2	0	0	1	0
NOX5	42	44	3	4	15	21
AC027088.5	0	0	0	0	0	0
AC027088.4	0	0	0	0	0	0
AC027088.3	0	0	0	0	0	0
EWSAT1	3	2	1	0	1	3
AC027088.2	0	0	0	0	0	0
GLCE	780	745	503	476	616	760
AC026992.2	1	1	1	0	3	2
AC026992.1	0	0	0	0	0	1
PAQR5	301	327	740	730	638	787
AC027237.6	0	0	1	1	0	0
AC027237.5	11	4	13	4	28	17
AC027237.2	19	21	54	35	47	47
KIF23	348	325	1896	1916	1935	2143
AC027237.3	0	0	0	0	0	0
RPLP1	12134	12284	11499	11640	15113	15510
AC027237.1	0	1	0	0	0	0
AC027237.4	0	0	0	0	1	5
DRAIC	1	1	2	1	2	0
AC100826.1	0	0	0	0	0	0
AC021818.2	0	0	0	0	0	0
AC021818.1	0	0	0	0	0	0
TLE3	622	639	572	561	642	740
MIR629	0	0	0	0	0	0
RNU6-745P	0	0	0	0	0	0
AC026583.1	0	0	0	0	0	0
AC048383.1	0	0	0	0	0	0
LINC02205	0	0	0	0	0	0
AC009434.1	0	0	0	0	0	0
LINC02204	1	4	0	0	1	2
AC087699.1	0	0	0	0	0	0
SALRNA3	0	0	0	0	0	0
SALRNA2	0	0	0	0	0	0
UACA	577	624	1056	1136	1284	1362
AC009269.2	0	0	0	0	0	0
AC009269.5	0	0	0	0	0	0
AC009269.3	0	0	0	0	0	0
AC009269.1	0	0	0	0	0	0
RPL29P30	0	0	0	1	0	0
LARP6	266	272	384	404	386	368
AC009269.4	4	1	1	1	2	5
LRRC49	60	45	160	209	75	93
KRT8P9	1	0	1	1	0	0
THAP10	13	23	26	34	36	53
RPL5P3	1	1	0	0	0	0
THSD4	166	205	489	474	515	518
CT62	0	2	1	2	2	1
THSD4-AS1	0	0	0	0	0	1
HMGB1P6	312	271	523	515	616	637
AC064799.2	0	1	0	0	2	0
AC064799.1	20	30	11	19	12	17
AC108861.1	0	0	0	0	0	0
NR2E3	0	0	4	2	3	5
AC104938.1	0	0	0	1	1	0
MYO9A	556	582	486	513	561	628
RNA5SP399	0	0	0	0	0	0
AC022872.1	0	0	0	0	0	0
EIF5A2P1	1	2	0	0	0	0
RNU2-65P	0	0	0	0	0	0
SENP8	92	77	56	58	72	88
AC020779.1	0	0	0	0	1	0
AC020779.2	0	0	0	0	0	0
GRAMD2A	251	253	84	97	107	130
PKM	27670	29124	32706	32690	38592	45776
PARP6	335	409	354	340	507	509
AC009690.3	88	96	90	83	116	139
AC009690.2	2	1	0	0	0	0
CELF6	24	28	10	9	16	16
AC009690.1	473	447	299	325	400	458
HEXA	785	776	522	549	653	748
HEXA-AS1	2	3	0	0	0	0
RPL12P35	0	0	0	0	0	1
TMEM202	0	0	0	0	0	0
TMEM202-AS1	8	7	1	6	10	5
PHBP20	0	0	0	0	0	0
AC079322.1	1	1	1	5	3	2
ARIH1	2033	2164	1644	1665	1846	2135
MIR630	7	7	7	4	2	8
AC100827.3	40	58	28	31	36	42
AC100827.5	0	0	0	0	0	0
AC100827.2	1	2	2	1	2	2
LINC02259	0	0	0	0	1	0
AC100827.4	1	0	0	0	1	0
AC100827.1	0	0	0	0	0	0
GOLGA6B	0	0	2	4	2	0
RN7SL853P	0	0	0	0	0	0
HIGD2B	1	0	0	0	1	0
AC009712.1	0	0	0	0	0	0
BBS4	184	208	184	166	208	224
ADPGK	516	575	607	604	650	763
ADPGK-AS1	0	1	1	1	1	0
AC103874.1	0	0	0	0	0	0
NPM1P42	0	0	0	0	0	0
NEO1	1189	1256	826	800	1041	1154
FKBP1AP2	0	0	0	0	0	0
NPM1P43	0	0	0	0	0	0
AC068397.1	0	0	0	0	0	0
HCN4	43	48	38	30	59	49
AC068397.2	0	0	0	0	0	0
REC114	0	0	0	0	0	0
MRPS15P1	0	0	0	0	0	0
NPTN	1392	1241	1076	1031	1308	1519
